store_name,category,donation_rate,igive_url,actual_store_url
Scotch Porter,General Retail & Shopping,2.0%,https://www.iGive.com/scotch-porter,https://www.scotchporter.com
Scribendi,General Retail & Shopping,4.0%,https://www.iGive.com/scribendi,https://www.scribendi.com
Sea New York,General Retail & Shopping,4.0%,https://www.iGive.com/sea-new-york,https://www.nymediaboat.com
Sealy,General Retail & Shopping,2.4%,https://www.iGive.com/sealy,https://www.sealy.com
Sears PartsDirect,"Travel, Hotels & Vehicles",1.6%,https://www.iGive.com/searspartsdirect,https://www.searspartsdirect.com
SeatGeek,General Retail & Shopping,0.4%,https://www.iGive.com/seatgeek,Manual Check Required
Sebastian Cruz Couture,"Apparel, Shoes & Fashion",4.0%,https://www.iGive.com/sebastian-cruz,https://www.sebastiancruzcouture.com
Send Flowers,"Food, Wine & Gifts",3.2%,https://www.iGive.com/send-flowers,https://www.sendflowers.com
Sennheiser,General Retail & Shopping,2.4%,https://www.iGive.com/en-us.sennheiser,https://www.sennheiser.com
Sensational Beginnings,General Retail & Shopping,2.4%,https://www.iGive.com/sensational-beginnings,https://greatergood.com
Sephora,General Retail & Shopping,2.0%,https://www.iGive.com/sephora,https://www.sephora.com
Sephora Canada,General Retail & Shopping,2.0%,https://www.iGive.com/sephor,Manual Check Required
Setapp,"Electronics, Software & Office",Special Rate,https://www.iGive.com/setapp,https://setapp.com
SewCal Masks,General Retail & Shopping,4.0%,https://www.iGive.com/SewCal,https://www.sewcal.com
Shambhala Publications,Pets & Animals,4.0%,https://www.iGive.com/courses.shambhala,Manual Check Required
Shapellx,General Retail & Shopping,3.2%,https://www.iGive.com/shapellx,https://www.shapellx.com
Shari's Berries,General Retail & Shopping,1.2%,https://www.iGive.com/berries,https://www.berries.com
Sharper Image,General Retail & Shopping,0.8%,https://www.iGive.com/sharperimage,https://sharperimage.com
Sheet World,General Retail & Shopping,3.2%,https://www.iGive.com/sheet-world,https://www.sheetworld.com
SheetMusicPlus,"Toys, Crafts, Books & Music",0.8%,https://www.iGive.com/sheet-music-plus,https://www.sheetmusicplus.com
SheIn,General Retail & Shopping,6.0%,https://www.iGive.com/shein,https://us.shein.com
Shelving,General Retail & Shopping,2.8%,https://www.iGive.com/shelving,https://www.shelving.com
Shiekh Shoes,"Apparel, Shoes & Fashion",1.6%,https://www.iGive.com/shiekh,https://www.shiekh.com
Shinola,General Retail & Shopping,2.4%,https://www.iGive.com/shinola,https://www.shinola.com
Shipito,General Retail & Shopping,Special Rate,https://www.iGive.com/shipito,https://www.shipito.com
ShipStation,General Retail & Shopping,Special Rate,https://www.iGive.com/ship-station,https://www.shipstation.com
Shipt,General Retail & Shopping,4.0%,https://www.iGive.com/shipt,Manual Check Required
Shiseido,General Retail & Shopping,1.2%,https://www.iGive.com/shiseido,https://www.shiseido.com
SHOEBACCA,General Retail & Shopping,2.4%,https://www.iGive.com/shoebacca,https://www.shoebacca.com
ShoeDazzle,General Retail & Shopping,Special Rate,https://www.iGive.com/shoedazzle,Manual Check Required
ShoeMall,General Retail & Shopping,1.6%,https://www.iGive.com/shoemall,https://www.shoemall.com
Shop WSS,General Retail & Shopping,2.8%,https://www.iGive.com/shop-wss,https://www.shopwss.com
SHOP.COM,General Retail & Shopping,0.4%,https://www.iGive.com/shop,https://www.shop.com
Shoplet,General Retail & Shopping,1.2%,https://www.iGive.com/shoplet,https://www.shoplet.com
Showers Pass,General Retail & Shopping,0.6%,https://www.iGive.com/showers-pass,https://showerspass.com
Shu Uemura,"Health, Beauty & Personal Care",2.4%,https://www.iGive.com/shu-uemura-art-of-hair,Manual Check Required
Shu Uemura Canada,General Retail & Shopping,2.4%,https://www.iGive.com/Shu-Uemura-Canada,Manual Check Required
Shutterfly,General Retail & Shopping,0.8%,https://www.iGive.com/accounts.shutterfly,https://www.shutterfly.com
ShuttleFinder,General Retail & Shopping,8.0%,https://www.iGive.com/shuttlefinder,https://www.shuttlefinder.com
Sierra Designs,General Retail & Shopping,2.4%,https://www.iGive.com/sierra-designs,https://sierradesigns.com
Silkcut Underwear,"Apparel, Shoes & Fashion",4.0%,https://www.iGive.com/silkcut,https://silkcutunderwear.com
Silver Cuisine by Bistro MD,General Retail & Shopping,2.0%,https://www.iGive.com/silver-cuisine,https://www.bistromd.com
Silver Jeans,"Apparel, Shoes & Fashion",1.6%,https://www.iGive.com/silver-jeans,https://www.silverjeans.com
SimpleTire,"Travel, Hotels & Vehicles",0.8%,https://www.iGive.com/simple-tire,https://simpletire.com
Sisley Paris,General Retail & Shopping,2.0%,https://www.iGive.com/sisley-paris,https://www.sisleyparis.com
Siwy Denim,General Retail & Shopping,4.0%,https://www.iGive.com/siwydenim,https://www.siwydenim.com
Sixity Auto,"Travel, Hotels & Vehicles",1.0%,https://www.iGive.com/sixity-auto,Manual Check Required
Sizzlefish,Pets & Animals,1.2%,https://www.iGive.com/sizzlefish,https://www.sizzlefish.com
Sleeping Baby,General Retail & Shopping,2.4%,https://www.iGive.com/sleeping-baby,https://www.mybloomingbaby.com
Slumberjack,"Home, Garden & Appliances",2.4%,https://www.iGive.com/slumberjack,https://slumberjack.com
SmallFlower.com,"Food, Wine & Gifts",4.0%,https://www.iGive.com/smallflower,https://www.smallflower.com
Smart For Life,"Toys, Crafts, Books & Music",2.8%,https://www.iGive.com/smart-for-life,https://smartforlife.com
Smarter Nutrition,"Health, Beauty & Personal Care",2.4%,https://www.iGive.com/smarter-nutrition,https://smarternutrition.com
SmartWool,"Toys, Crafts, Books & Music",1.6%,https://www.iGive.com/smartwool,https://www.smartwool.com
Snapfish,Pets & Animals,0.4%,https://www.iGive.com/new.snapfish,https://www.snapfish.com
Snipes,General Retail & Shopping,0.4%,https://www.iGive.com/ Snipes,https://www.snipes.com
Sobelia,General Retail & Shopping,0.4%,https://www.iGive.com/sobelia,https://www.sobelia.com
Sol CBD,"Health, Beauty & Personal Care",8.0%,https://www.iGive.com/sol-cbd,https://solti.com
Solgaard,General Retail & Shopping,3.2%,https://www.iGive.com/solgaar,https://www.solgaar.com
Solid & Striped,"Travel, Hotels & Vehicles",2.8%,https://www.iGive.com/solid-and-striped,https://www.solidandstriped.com
Solight Design,General Retail & Shopping,4.0%,https://www.iGive.com/solight,https://solight.com
Soma Intimates,General Retail & Shopping,1.6%,https://www.iGive.com/soma,https://www.soma.com
SONY,General Retail & Shopping,1.2%,https://www.iGive.com/sony,Manual Check Required
Sorel,General Retail & Shopping,1.6%,https://www.iGive.com/Sorel,https://www.sorel.com
Soul Poles,General Retail & Shopping,3.2%,https://www.iGive.com/soul-poles,https://www.soulpoles.com
Southern Kitchen,"Home, Garden & Appliances",1.6%,https://www.iGive.com/southern-kitchen,https://www.southernkitchen.com
SpaFinder,General Retail & Shopping,2.4%,https://www.iGive.com/spafinder,https://www.spafinder.com
SpaFinder CA,General Retail & Shopping,2.4%,https://www.iGive.com/spafinder-ca,https://www.spafinder.com
SPC Pets,Pets & Animals,3.2%,https://www.iGive.com/spc-pets,https://spcpets.com
Speedo,General Retail & Shopping,4.0%,https://www.iGive.com/speedo,https://speedo.com
Spencer Barnes,General Retail & Shopping,1.2%,https://www.iGive.com/spencer-barnes,Manual Check Required
Spencer's,"Food, Wine & Gifts",0.8%,https://www.iGive.com/spencer-gifts,Manual Check Required
Sperry Top-Sider,General Retail & Shopping,2.8%,https://www.iGive.com/sperry,https://www.sperry.com
SpineAlign,General Retail & Shopping,1.6%,https://www.iGive.com/spine-align,https://www.spine-align.com
SpinLife,General Retail & Shopping,1.6%,https://www.iGive.com/spin-life,Manual Check Required
SpiritHalloween,General Retail & Shopping,0.8%,https://www.iGive.com/Spirit-Halloween,Manual Check Required
Splendid,General Retail & Shopping,1.6%,https://www.iGive.com/splendid,https://splendid.com
Spokeo,General Retail & Shopping,Special Rate,https://www.iGive.com/spokeo,Manual Check Required
SportChek,General Retail & Shopping,0.8%,https://www.iGive.com/sport-chek,Manual Check Required
Spot & Tango,General Retail & Shopping,Special Rate,https://www.iGive.com/spot-and-tango,https://www.spotandtango.com
Spy Associates: GPS Tracking & Surveillance Tools,"Home, Garden & Appliances",2.4%,https://www.iGive.com/spy-associates,https://spyassociates.com
Spy Optic,"Health, Beauty & Personal Care",1.2%,https://www.iGive.com/spy-optic,Manual Check Required
St. Frank,General Retail & Shopping,2.0%,https://www.iGive.com/st-frank,https://www.stfrank.com
Stacy Adams,General Retail & Shopping,2.0%,https://www.iGive.com/stacy-adams,https://www.stacyadams.com
Staples Print & Marketing Services,"Electronics, Software & Office",2.4%,https://www.iGive.com/design.staples,Manual Check Required
Staples.com,General Retail & Shopping,1.6%,https://www.iGive.com/staples,https://www.staples.com
Station Casinos,"Travel, Hotels & Vehicles",2.0%,https://www.iGive.com/sclv,https://stationcasinos.com
Stearns & Foster,"Food, Wine & Gifts",2.4%,https://www.iGive.com/stearns-foster,Manual Check Required
SteelSeries,General Retail & Shopping,2.0%,https://www.iGive.com/steelseries,https://steelseries.com
Sterling Forever,General Retail & Shopping,2.4%,https://www.iGive.com/sterling-forever,https://www.sterlingforever.com
Steve Madden,General Retail & Shopping,2.4%,https://www.iGive.com/steve-madden,https://www.stevemadden.com
StickerGiant,General Retail & Shopping,2.0%,https://www.iGive.com/stickergiant,Manual Check Required
StickerYou,General Retail & Shopping,2.0%,https://www.iGive.com/sticker-you,Manual Check Required
Stila Cosmetics,"Health, Beauty & Personal Care",2.4%,https://www.iGive.com/stila-cosmetics,https://www.stilacosmetics.com
Stio,General Retail & Shopping,2.4%,https://www.iGive.com/stio,https://www.stio.com
StockX,General Retail & Shopping,0.8%,https://www.iGive.com/stockx,Manual Check Required
Stonewall Kitchen,"Home, Garden & Appliances",1.2%,https://www.iGive.com/stonewall,https://www.stonewall.com
Stop Aging Now,General Retail & Shopping,0.4%,https://www.iGive.com/stop-aging-now,https://www.stopagingnow.com
Stop and Shop,General Retail & Shopping,Special Rate,https://www.iGive.com/stopandshop,Manual Check Required
Strainz,General Retail & Shopping,8.0%,https://www.iGive.com/strainz,Manual Check Required
StrawberryNET,General Retail & Shopping,2.0%,https://www.iGive.com/strawberry-net,Manual Check Required
Stride Rite,General Retail & Shopping,0.4%,https://www.iGive.com/stride-rite,https://www.striderite.com
StubHub,General Retail & Shopping,1.6%,https://www.iGive.com/stubhub,https://www.stubhub.com
Stylin' Trucks,"Travel, Hotels & Vehicles",2.4%,https://www.iGive.com/stylin-trucks,https://www.carparts.com
Sugarfina,"Food, Wine & Gifts",2.0%,https://www.iGive.com/sugarfina,Manual Check Required
Sulina Shop,General Retail & Shopping,2.4%,https://www.iGive.com/sulina-shop,https://sulinashop.com
Sulwhasoo,General Retail & Shopping,1.2%,https://www.iGive.com/sulwhasoo,https://www.sulwhasoo.com
Sumo Lounge,General Retail & Shopping,2.0%,https://www.iGive.com/sumo-lounge,https://www.sumolounge.com
Sunbeam,General Retail & Shopping,2.4%,https://www.iGive.com/sunbeam,https://www.sunbeam.com
Sunglass Hut,General Retail & Shopping,2.4%,https://www.iGive.com/Sunglass-Hut,https://www.sunglasshut.com
Sunny Sports,"Sports, Outdoors & Fitness",2.0%,https://www.iGive.com/sunnysports,Manual Check Required
SUPCASE,General Retail & Shopping,3.2%,https://www.iGive.com/supcase,https://supcase.com
Super Cheap Signs,General Retail & Shopping,3.2%,https://www.iGive.com/supercheapsigns,https://www.supercheapsigns.com
Super Chewer,Pets & Animals,Special Rate,https://www.iGive.com/super-chewer,https://bark.co
SuperSmart,"Toys, Crafts, Books & Music",4.0%,https://www.iGive.com/supersmart,https://www.supersmart.com
SuperStar.com,General Retail & Shopping,2.8%,https://www.iGive.com/superstar,https://www.superstar.com
SuppliesOutlet,General Retail & Shopping,1.2%,https://www.iGive.com/supplies-outlet,https://suppliesoutlet.com
Supreme Suspensions,General Retail & Shopping,2.0%,https://www.iGive.com/supreme-suspensions,https://www.supremesuspensions.com
Sur La Table,General Retail & Shopping,1.6%,https://www.iGive.com/surlatable,https://www.surlatable.com
Surfshark,General Retail & Shopping,16.0%,https://www.iGive.com/surf-shark,https://surfshark.com
Suzy Shier,General Retail & Shopping,0.8%,https://www.iGive.com/suzy-shier,https://suzyshier.com
Swanson Health,"Health, Beauty & Personal Care",1.2%,https://www.iGive.com/swanson,https://www.swansonvitamins.com
T3 Micro,General Retail & Shopping,1.6%,https://www.iGive.com/t3micro,https://t3micro.com
TagUnder,General Retail & Shopping,3.2%,https://www.iGive.com/tagunder,Manual Check Required
Talbots,General Retail & Shopping,0.8%,https://www.iGive.com/talbots,https://www.talbots.com
TalkSpace,General Retail & Shopping,Special Rate,https://www.iGive.com/talkspace,https://www.talkspace.com
Tanga,General Retail & Shopping,2.0%,https://www.iGive.com/tanga,https://www.tanga.com
Taos Footwear,"Apparel, Shoes & Fashion",6.0%,https://www.iGive.com/taos,https://taosfootwear.com
TAP Air Portugal,"Travel, Hotels & Vehicles",0.4%,https://www.iGive.com/flytap,https://booking.flytap.com
Tarte,"Health, Beauty & Personal Care",1.6%,https://www.iGive.com/tarte,https://tartecosmetics.com
tasc Performance,General Retail & Shopping,2.0%,https://www.iGive.com/tasc,https://www.tascperformance.com
Tatcha,"Health, Beauty & Personal Care",1.6%,https://www.iGive.com/tatcha,https://tatcha.com
Tate's Bake Shop,General Retail & Shopping,3.2%,https://www.iGive.com/tates-bake-shop,https://www.tatesbakeshop.com
Tech For Less,"Electronics, Software & Office",2.0%,https://www.iGive.com/tech-for-less,https://www.techforless.com
Teleflora Flowers,"Food, Wine & Gifts",2.0%,https://www.iGive.com/teleflora,https://www.teleflora.com
Temptu,General Retail & Shopping,1.6%,https://www.iGive.com/temptu,https://temptu.com
Tempur-Pedic,General Retail & Shopping,2.4%,https://www.iGive.com/tempur-pedic,https://www.tempurpedic.com
TerraCycle,"Sports, Outdoors & Fitness",1.2%,https://www.iGive.com/shop.terracycle,https://www.terracycle.com
Teva Footwear,"Apparel, Shoes & Fashion",1.6%,https://www.iGive.com/teva,Manual Check Required
The Animal Rescue Site Store,Pets & Animals,0.8%,https://www.iGive.com/animalrescuesite,https://theanimalrescuesite.com
The Body Shop,General Retail & Shopping,2.4%,https://www.iGive.com/body-shop,https://www.body-shop.com
The Catholic Company,Pets & Animals,3.2%,https://www.iGive.com/catholic-company,https://www.catholiccompany.com
The Children's Place,General Retail & Shopping,1.2%,https://www.iGive.com/thechildrensplace,Manual Check Required
The Company Store,General Retail & Shopping,0.8%,https://www.iGive.com/the-company-store,Manual Check Required
The Container Store,General Retail & Shopping,0.8%,https://www.iGive.com/container-store,https://www.containerstore.com
The Elephant Project,General Retail & Shopping,4.0%,https://www.iGive.com/elephant-project,https://www.elephant-project.com
The Fruit Company,"Food, Wine & Gifts",1.2%,https://www.iGive.com/the-fruit-company,https://www.thefruitcompany.com
The Gallery Collection,General Retail & Shopping,1.6%,https://www.iGive.com/gallery-collection,https://www.gallerycollection.com
The Gift Basket Store,"Food, Wine & Gifts",2.4%,https://www.iGive.com/gift-basket-store,https://giftbasketstore.com
The Great Courses,General Retail & Shopping,2.0%,https://www.iGive.com/great-courses,https://www.greatcourses.com
The Literacy Site,General Retail & Shopping,0.8%,https://www.iGive.com/literacy-site,https://greatergood.com
The MET Store,General Retail & Shopping,2.0%,https://www.iGive.com/store.metmuseum,https://ww2.affinity.net
The Motley Fool Canada,General Retail & Shopping,Special Rate,https://www.iGive.com/foo,https://www.foo.com
The Outnet,General Retail & Shopping,1.2%,https://www.iGive.com/the-outnet,https://theoutnet.com
The Paisley Box,General Retail & Shopping,4.0%,https://www.iGive.com/paisley-box,https://thepaisleybox.com
The Perfect Rug,"Home, Garden & Appliances",3.2%,https://www.iGive.com/the-perfect-rug,https://www.theperfectrug.com
The Prisoner Wine Company,"Food, Wine & Gifts",3.2%,https://www.iGive.com/prisoner-wine-co,https://theprisonerwinecompany.com
The Royal Mint,General Retail & Shopping,0.4%,https://www.iGive.com/royalmint,https://www.royalmint.com
The Shade Store,"Home, Garden & Appliances",0.8%,https://www.iGive.com/shade-store,https://www.theshadestore.com
The Shelving Store,General Retail & Shopping,2.8%,https://www.iGive.com/shelving-store,https://theshelvingstore.com
The Sportsman's Guide,"Sports, Outdoors & Fitness",2.0%,https://www.iGive.com/sportsmans-guide,https://www.sportsmansguide.com
The Stitchery,General Retail & Shopping,2.0%,https://www.iGive.com/stitchery,https://www.stitchery.com
The Supplies Shops,General Retail & Shopping,0.4%,https://www.iGive.com/suppliesshops,https://www.suppliesshops.com
Theo & George,General Retail & Shopping,2.8%,https://www.iGive.com/theo-and-george,https://theoandgeorge.com
Thomas Earnshaw,General Retail & Shopping,4.0%,https://www.iGive.com/thomas-earnshaw,https://thomas-earnshaw.com
Thorlos,General Retail & Shopping,2.4%,https://www.iGive.com/thorlo,https://thorlo.com
Threads 4 Thought,"Apparel, Shoes & Fashion",1.2%,https://www.iGive.com/threads-for-thought,https://www.threads4thought.com
Ticket Liquidator,"Travel, Hotels & Vehicles",2.8%,https://www.iGive.com/ticket-liquidator,https://www.ticketliquidator.com
TicketNetwork,"Travel, Hotels & Vehicles",1.6%,https://www.iGive.com/ticket-network,https://www.ticketnetwork.com
TicketSmarter,"Travel, Hotels & Vehicles",2.4%,https://www.iGive.com/ticket-smarter,https://www.ticketsmarter.com
Tiger Direct,General Retail & Shopping,0.8%,https://www.iGive.com/tigerdirect,https://www.tigerdirect.com
Tilly's,General Retail & Shopping,0.8%,https://www.iGive.com/tillys,https://www.tillys.com
Timex,General Retail & Shopping,0.4%,https://www.iGive.com/timex,https://timex.com
Tire Agent,"Travel, Hotels & Vehicles",1.6%,https://www.iGive.com/tire-agent,https://www.tireagent.com
Tire Rack,"Travel, Hotels & Vehicles",1.2%,https://www.iGive.com/m.tirerack,https://www.tirerack.com
TireBuyer,"Travel, Hotels & Vehicles",2.4%,https://www.iGive.com/tire-buyer,https://www.tirebuyer.com
TireMart,"Travel, Hotels & Vehicles",3.2%,https://www.iGive.com/bestusedtires,https://www.tiremart.com
Tkees,General Retail & Shopping,1.6%,https://www.iGive.com/tkees,https://tkees.com
Toast!,General Retail & Shopping,4.0%,https://www.iGive.com/alwaystoast,https://alwaystoast.com
Tom & Sheri's Products,General Retail & Shopping,2.4%,https://www.iGive.com/tom-and-sheri,https://www.tomandsheri.com
TomboyX,General Retail & Shopping,1.6%,https://www.iGive.com/tomboyx,https://tomboyx.com
Tommy Hilfiger,General Retail & Shopping,0.8%,https://www.iGive.com/usa.tommy,Manual Check Required
Tommy John,General Retail & Shopping,0.8%,https://www.iGive.com/tommy-john,https://www.tommyjohn.com
TOMS Shoes,"Apparel, Shoes & Fashion",2.0%,https://www.iGive.com/toms,https://www.toms.com
Ton-Up Clothing,"Apparel, Shoes & Fashion",4.0%,https://www.iGive.com/ton-up,Manual Check Required
Tools Today,"Home, Garden & Appliances",0.4%,https://www.iGive.com/tools-today,https://toolstoday.com
Topman,General Retail & Shopping,1.2%,https://www.iGive.com/topman,Manual Check Required
Total Diabetes Supply,General Retail & Shopping,1.6%,https://www.iGive.com/total-diabetes-supply,https://www.totaldiabetessupply.com
Total Gym Direct,"Sports, Outdoors & Fitness",2.0%,https://www.iGive.com/total-gym,https://totalgym.com
Total Tea,"Food, Wine & Gifts",4.0%,https://www.iGive.com/total-tea,https://www.totaltea.com
Tractive,"Sports, Outdoors & Fitness",8.0%,https://www.iGive.com/tractive,https://tractive.com
Tractor Supply Company,General Retail & Shopping,2.4%,https://www.iGive.com/tractor-supply,Manual Check Required
Transcend Labs,General Retail & Shopping,10.0%,https://www.iGive.com/transcend-labs,Manual Check Required
Travelocity.ca,"Travel, Hotels & Vehicles",0.8%,https://www.iGive.com/travelocit,Manual Check Required
Travelocity.com,"Travel, Hotels & Vehicles",0.8%,https://www.iGive.com/travelocity,Manual Check Required
TravisMathew,General Retail & Shopping,1.2%,https://www.iGive.com/travis-mathew,https://travismathew.com
Tremendous Parfum,"Health, Beauty & Personal Care",2.0%,https://www.iGive.com/perfume-spot,https://tremendousparfum.com
Trend Micro,General Retail & Shopping,8.0%,https://www.iGive.com/trend-micro,https://www.trendmicro.com
Trip.com,"Travel, Hotels & Vehicles",0.4%,https://www.iGive.com/pages-trip,https://us.trip.com
Tripadvisor,"Travel, Hotels & Vehicles",3.6%,https://www.iGive.com/trip-advisor,Manual Check Required
Tropical Oasis,General Retail & Shopping,4.0%,https://www.iGive.com/tropical-oasis,https://tropicaloasis.com
Troy-Bilt,General Retail & Shopping,1.6%,https://www.iGive.com/troy-bilt,https://www.troybilt.com
True Religion,"Apparel, Shoes & Fashion",2.0%,https://www.iGive.com/True-Religion,https://www.truereligion.com
Trust & Will,General Retail & Shopping,6.0%,https://www.iGive.com/trust-and-will,https://trustwill.com
Tundra FMP,General Retail & Shopping,2.0%,https://www.iGive.com/etundra,https://www.tundrafmp.com
TunnelBear,General Retail & Shopping,Special Rate,https://www.iGive.com/tunnelbear,https://www.tunnelbear.com
TVC-Mall.com,General Retail & Shopping,3.4%,https://www.iGive.com/tvc-mall,https://www.tvcmall.com
Twillory,General Retail & Shopping,1.6%,https://www.iGive.com/twillory,https://twillory.com
U Beauty,"Health, Beauty & Personal Care",2.0%,https://www.iGive.com/theubeauty,https://ubeauty.com
U.S. Polo Assn.,General Retail & Shopping,1.6%,https://www.iGive.com/uspolo,https://www.uspolo.com
UGears,"Sports, Outdoors & Fitness",2.8%,https://www.iGive.com/ugear,Manual Check Required
UGG,General Retail & Shopping,0.8%,https://www.iGive.com/ugg,Manual Check Required
UnbeatableSale,General Retail & Shopping,4.8%,https://www.iGive.com/unbeatable-sale,https://www.unbeatablesale.com
UNIONBAY,General Retail & Shopping,2.0%,https://www.iGive.com/unionbay,https://www.unionbay.com
Unique Wellness,"Health, Beauty & Personal Care",2.8%,https://www.iGive.com/unique-wellness,https://www.uniquewellness.com
Unique-Vintage,General Retail & Shopping,3.2%,https://www.iGive.com/unique-vintage,https://www.unique-vintage.com
Universal Standard,General Retail & Shopping,1.6%,https://www.iGive.com/universalstandard,https://www.universalstandard.com
Uniworld,General Retail & Shopping,2.0%,https://www.iGive.com/uniworld,https://www.uniworld.com
Unstoppable Domains,"Electronics, Software & Office",8.0%,https://www.iGive.com/get.unstoppabledomains,https://unstoppabledomains.com
Urban Skin Rx,"Health, Beauty & Personal Care",2.4%,https://www.iGive.com/urbanskinrx,https://urbanskinrx.com
UrbanStems,General Retail & Shopping,0.8%,https://www.iGive.com/urbanstems,https://urbanstems.com
USA TODAY Network,General Retail & Shopping,Special Rate,https://www.iGive.com/cm.usatodaynetwork,Manual Check Required
UsedPhotoPro,"Electronics, Software & Office",1.2%,https://www.iGive.com/used-photo-pro,https://usedphotopro.com
Utrecht Art Supplies,"Toys, Crafts, Books & Music",1.2%,https://www.iGive.com/utrecht-art,https://www.utrechtart.com
V4INK,"Electronics, Software & Office",7.2%,https://www.iGive.com/v4ink,https://www.v4ink.com
Vanity Planet,General Retail & Shopping,2.0%,https://www.iGive.com/vanity-planet,https://www.vanityplanet.com
Vans Shoes,"Apparel, Shoes & Fashion",0.8%,https://www.iGive.com/vans,Manual Check Required
VaporFi,General Retail & Shopping,4.0%,https://www.iGive.com/vaporfi,https://www.vaporfi.com
Vegamour,"Health, Beauty & Personal Care",2.0%,https://www.iGive.com/vegamour,https://vegamour.com
Vegas.com,General Retail & Shopping,0.8%,https://www.iGive.com/vegas,https://www.vegas.com
Vera Bradley,"Apparel, Shoes & Fashion",1.2%,https://www.iGive.com/outlet.verabradley,https://verabradley.com
Verizon Wireless,"Electronics, Software & Office",4.0%,https://www.iGive.com/Verizon-Wireless,https://www.verizon.com
Veronica Beard,General Retail & Shopping,1.2%,https://www.iGive.com/Veronica-Beard,https://veronicabeard.com
Versed,General Retail & Shopping,2.4%,https://www.iGive.com/versed,https://www.versed.com
Veterans Advantage,Pets & Animals,Special Rate,https://www.iGive.com/veterans-advantage,https://www.wesalute.com
Vevor,General Retail & Shopping,1.2%,https://www.iGive.com/vevor,Manual Check Required
"Viator, a Tripadvisor Company","Travel, Hotels & Vehicles",1.6%,https://www.iGive.com/viator,Manual Check Required
Vichy Canada,General Retail & Shopping,2.4%,https://www.iGive.com/vich,Manual Check Required
VIDA,General Retail & Shopping,2.0%,https://www.iGive.com/shopvida,https://shopvida.com
VINCE,General Retail & Shopping,2.4%,https://www.iGive.com/vince,https://www.vince.com
Vince Camuto,General Retail & Shopping,3.6%,https://www.iGive.com/vince-camuto,https://www.vincecamuto.com
Vineyard Vines,General Retail & Shopping,1.2%,https://www.iGive.com/vineyard-vines,https://www.vineyardvines.com
Vintage Havana,General Retail & Shopping,4.0%,https://www.iGive.com/vintage-havana,https://vintagehavana.com
Visible,General Retail & Shopping,Special Rate,https://www.iGive.com/visible,https://www.visible.com
Vistaprint,"Electronics, Software & Office",1.6%,https://www.iGive.com/vistaprint,https://www.vistaprint.com
Vistaprint Canada,"Electronics, Software & Office",1.6%,https://www.iGive.com/vistaprin,Manual Check Required
Vital Choice Wild Seafood & Organics,"Food, Wine & Gifts",1.2%,https://www.iGive.com/vital-choice,https://www.vitalchoice.com
VitalSleep,General Retail & Shopping,6.0%,https://www.iGive.com/vitalsleep,https://www.vitalsleep.com
Vitamix,General Retail & Shopping,2.0%,https://www.iGive.com/vitamix,https://www.vitamix.com
Vive CBD,"Health, Beauty & Personal Care",9.2%,https://www.iGive.com/vive-cbd,https://vivecbd.com
Vivid Seats,General Retail & Shopping,1.6%,https://www.iGive.com/vivid-seats,https://www.vividseats.com
VIVOSUN,General Retail & Shopping,3.2%,https://www.iGive.com/vivosun,https://www.vivosun.com
ViX Swimwear,"Apparel, Shoes & Fashion",0.8%,https://www.iGive.com/vix-swimwear,Manual Check Required
VoiPly,General Retail & Shopping,Special Rate,https://www.iGive.com/voiply,https://www.voiply.com
Volcanica Coffee,"Food, Wine & Gifts",2.0%,https://www.iGive.com/volcanica--coffee,https://volcanicacoffee.com
Volcom,General Retail & Shopping,4.0%,https://www.iGive.com/volcom,https://www.volcom.com
Vrbo,General Retail & Shopping,0.8%,https://www.iGive.com/vrbo,Manual Check Required
Vrbo CA,General Retail & Shopping,0.8%,https://www.iGive.com/Vrbo-Canada,Manual Check Required
VSP,General Retail & Shopping,Special Rate,https://www.iGive.com/vsp,https://www.vsp.com
VSSL Outdoor Utility Tools,"Home, Garden & Appliances",2.0%,https://www.iGive.com/vssl-outdoor-utility-tools,Manual Check Required
W concept,General Retail & Shopping,3.2%,https://www.iGive.com/us.wconcept,https://www.wconcept.com
Waders.com,General Retail & Shopping,3.2%,https://www.iGive.com/waders,https://waders.com
WagJag,General Retail & Shopping,2.0%,https://www.iGive.com/wagjag,Manual Check Required
Waldorf Astoria,General Retail & Shopping,1.6%,https://www.iGive.com/waldorf-astoria,Manual Check Required
Walgreens,General Retail & Shopping,1.6%,https://www.iGive.com/walgreens,https://www.walgreens.com
Walk-In Lab,General Retail & Shopping,2.0%,https://www.iGive.com/walk-in-lab,https://www.walkinlab.com
Walmart,"Toys, Crafts, Books & Music",Special Rate,https://www.iGive.com/walmart,https://www.walmart.com
Walmart Canada,"Toys, Crafts, Books & Music",0.4%,https://www.iGive.com/walmar,https://www.walmar.com
Wantable,General Retail & Shopping,Special Rate,https://www.iGive.com/wantable,Manual Check Required
Watch Station International,"Apparel, Shoes & Fashion",0.4%,https://www.iGive.com/watch-station-international,Manual Check Required
WaterFilters.net,General Retail & Shopping,1.2%,https://www.iGive.com/water-filters,https://waterfilters.com
Waterford Crystal,General Retail & Shopping,2.4%,https://www.iGive.com/waterford,https://www.waterford.com
Way.com (Parking),General Retail & Shopping,2.8%,https://www.iGive.com/way,https://www.way.com
We Craft Box,"Toys, Crafts, Books & Music",4.0%,https://www.iGive.com/we-craft-box,https://wecraftbox.com
