store_name,igive_url,donation_rate,actual_store_url
Rosetta Stone,https://www.iGive.com/rosetta-stone,2.8%,https://www.rosettastone.com
Rover,https://www.iGive.com/get.rover,Special Rate,https://www.getrover.com
Roxio,https://www.iGive.com/roxio,4.0%,https://www.roxio.com
Roxy,https://www.iGive.com/roxy,1.2%,https://www.roxy.com
Royal & Pure,https://www.iGive.com/royal-pure,12.0%,Manual Check Required
Royal Doulton,https://www.iGive.com/royal-doulton,2.4%,https://www.royaldoulton.com
Roztayger,https://www.iGive.com/roztayger,2.8%,https://roztayger.com
Rue La La,https://www.iGive.com/rue-la-la,1.2%,Manual Check Required
Ruggable,https://www.iGive.com/ruggable,1.6%,https://ruggable.com
Runderwear,https://www.iGive.com/runderwear,2.0%,https://runderwear.com
RVshare,https://www.iGive.com/rvshare,1.6%,https://rvshare.com
RW&CO.,https://www.iGive.com/rw-co,0.8%,https://rwco.com
Ryderwear,https://www.iGive.com/ryderwear,2.4%,https://www.ryderwear.com
Ryka,https://www.iGive.com/ryka,1.2%,Manual Check Required
S&S Worldwide,https://www.iGive.com/ss-worldwide,1.6%,https://www.ssworldwide.com
Saatchi Art,https://www.iGive.com/saatchi-art,1.6%,Manual Check Required
Saber Distributors (US),https://www.iGive.com/saber-distributors,4.0%,Manual Check Required
Sabon,https://www.iGive.com/sabon,1.6%,Manual Check Required
Sage UK,https://www.iGive.com/sage,2.0%,https://www.sage.com
SageFinds,https://www.iGive.com/sage-finds,4.0%,https://www.sagefinds.com
Saint Owen,https://www.iGive.com/saint-owen,8.0%,https://saintowen.com
Sally Beauty Supply,https://www.iGive.com/Sally,2.4%,https://www.sally.com
Saltwater Fish,https://www.iGive.com/saltwater-fish,2.0%,https://www.saltwaterfish.com
Samsonite,https://www.iGive.com/samsonite,2.0%,Manual Check Required
Sand & Sky,https://www.iGive.com/sand-and-sky,0.8%,https://www.sandandsky.com
Sand Cloud,https://www.iGive.com/sand-cloud,0.8%,https://www.sandcloud.com
Sandisk,https://www.iGive.com/sandisk,2.0%,https://www.sandisk.com
SaturdaysNYC,https://www.iGive.com/saturdaysnyc,2.8%,https://www.saturdaysnyc.com
Satya Jewelry,https://www.iGive.com/satya,2.4%,https://www.satyajewelry.com
Savage X Fenty,https://www.iGive.com/savage,Special Rate,https://www.savagex.com
Savearound,https://www.iGive.com/savearound,2.8%,https://savearound.com
SaySo Rewards,https://www.iGive.com/saysoforgood,Special Rate,https://www.saysoforgood.com
Scandinavian Designs,https://www.iGive.com/scandinavian-designs,1.2%,https://scandinaviandesigns.com
Scent Box,https://www.iGive.com/scent-box,Special Rate,https://www.scentbox.com
Scholastic -The Teacher Store,https://www.iGive.com/scholastic-teacher-express,1.2%,Manual Check Required
Scholastic Store,https://www.iGive.com/scholastic-store,1.2%,Manual Check Required
Schwinn Fitness,https://www.iGive.com/schwinn,2.0%,https://www.schwinnfitness.com
Scotch Porter,https://www.iGive.com/scotch-porter,2.0%,https://www.scotchporter.com
Scribendi,https://www.iGive.com/scribendi,4.0%,https://www.scribendi.com
Sea New York,https://www.iGive.com/sea-new-york,4.0%,https://www.nymediaboat.com
Sealy,https://www.iGive.com/sealy,2.4%,https://www.sealy.com
Sears PartsDirect,https://www.iGive.com/searspartsdirect,1.6%,https://www.searspartsdirect.com
SeatGeek,https://www.iGive.com/seatgeek,0.4%,Manual Check Required
Sebastian Cruz Couture,https://www.iGive.com/sebastian-cruz,4.0%,https://www.sebastiancruzcouture.com
Send Flowers,https://www.iGive.com/send-flowers,3.2%,https://www.sendflowers.com
Sennheiser,https://www.iGive.com/en-us.sennheiser,2.4%,https://www.sennheiser.com
Sensational Beginnings,https://www.iGive.com/sensational-beginnings,2.4%,https://greatergood.com
Sephora,https://www.iGive.com/sephora,2.0%,https://www.sephora.com
Sephora Canada,https://www.iGive.com/sephor,2.0%,Manual Check Required
Setapp,https://www.iGive.com/setapp,Special Rate,https://setapp.com
SewCal Masks,https://www.iGive.com/SewCal,4.0%,https://www.sewcal.com
Shambhala Publications,https://www.iGive.com/courses.shambhala,4.0%,Manual Check Required
Shapellx,https://www.iGive.com/shapellx,3.2%,https://www.shapellx.com
Shari's Berries,https://www.iGive.com/berries,1.2%,https://www.berries.com
Sharper Image,https://www.iGive.com/sharperimage,0.8%,https://sharperimage.com
Sheet World,https://www.iGive.com/sheet-world,3.2%,https://www.sheetworld.com
SheetMusicPlus,https://www.iGive.com/sheet-music-plus,0.8%,https://www.sheetmusicplus.com
SheIn,https://www.iGive.com/shein,6.0%,https://us.shein.com
Shelving,https://www.iGive.com/shelving,2.8%,https://www.shelving.com
Shiekh Shoes,https://www.iGive.com/shiekh,1.6%,https://www.shiekh.com
Shinola,https://www.iGive.com/shinola,2.4%,https://www.shinola.com
Shipito,https://www.iGive.com/shipito,Special Rate,https://www.shipito.com
ShipStation,https://www.iGive.com/ship-station,Special Rate,https://www.shipstation.com
Shipt,https://www.iGive.com/shipt,4.0%,Manual Check Required
Shiseido,https://www.iGive.com/shiseido,1.2%,https://www.shiseido.com
SHOEBACCA,https://www.iGive.com/shoebacca,2.4%,https://www.shoebacca.com
ShoeDazzle,https://www.iGive.com/shoedazzle,Special Rate,Manual Check Required
ShoeMall,https://www.iGive.com/shoemall,1.6%,https://www.shoemall.com
Shop WSS,https://www.iGive.com/shop-wss,2.8%,https://www.shopwss.com
SHOP.COM,https://www.iGive.com/shop,0.4%,https://www.shop.com
Shoplet,https://www.iGive.com/shoplet,1.2%,https://www.shoplet.com
Showers Pass,https://www.iGive.com/showers-pass,0.6%,https://showerspass.com
Shu Uemura,https://www.iGive.com/shu-uemura-art-of-hair,2.4%,Manual Check Required
Shu Uemura Canada,https://www.iGive.com/Shu-Uemura-Canada,2.4%,Manual Check Required
Shutterfly,https://www.iGive.com/accounts.shutterfly,0.8%,https://www.shutterfly.com
ShuttleFinder,https://www.iGive.com/shuttlefinder,8.0%,https://www.shuttlefinder.com
Sierra Designs,https://www.iGive.com/sierra-designs,2.4%,https://sierradesigns.com
Silkcut Underwear,https://www.iGive.com/silkcut,4.0%,https://silkcutunderwear.com
Silver Cuisine by Bistro MD,https://www.iGive.com/silver-cuisine,2.0%,https://www.bistromd.com
Silver Jeans,https://www.iGive.com/silver-jeans,1.6%,https://www.silverjeans.com
SimpleTire,https://www.iGive.com/simple-tire,0.8%,https://simpletire.com
Sisley Paris,https://www.iGive.com/sisley-paris,2.0%,https://www.sisleyparis.com
Siwy Denim,https://www.iGive.com/siwydenim,4.0%,https://www.siwydenim.com
Sixity Auto,https://www.iGive.com/sixity-auto,1.0%,Manual Check Required
Sizzlefish,https://www.iGive.com/sizzlefish,1.2%,https://www.sizzlefish.com
Sleeping Baby,https://www.iGive.com/sleeping-baby,2.4%,https://www.mybloomingbaby.com
Slumberjack,https://www.iGive.com/slumberjack,2.4%,https://slumberjack.com
SmallFlower.com,https://www.iGive.com/smallflower,4.0%,https://www.smallflower.com
Smart For Life,https://www.iGive.com/smart-for-life,2.8%,https://smartforlife.com
Smarter Nutrition,https://www.iGive.com/smarter-nutrition,2.4%,https://smarternutrition.com
SmartWool,https://www.iGive.com/smartwool,1.6%,https://www.smartwool.com
Snapfish,https://www.iGive.com/new.snapfish,0.4%,https://www.snapfish.com
Snipes,https://www.iGive.com/ Snipes,0.4%,https://www.snipes.com
Sobelia,https://www.iGive.com/sobelia,0.4%,https://www.sobelia.com
Sol CBD,https://www.iGive.com/sol-cbd,8.0%,https://solti.com
Solgaard,https://www.iGive.com/solgaar,3.2%,https://www.solgaar.com
Solid & Striped,https://www.iGive.com/solid-and-striped,2.8%,https://www.solidandstriped.com
Solight Design,https://www.iGive.com/solight,4.0%,https://solight.com
Soma Intimates,https://www.iGive.com/soma,1.6%,https://www.soma.com
SONY,https://www.iGive.com/sony,1.2%,Manual Check Required
Sorel,https://www.iGive.com/Sorel,1.6%,https://www.sorel.com
Soul Poles,https://www.iGive.com/soul-poles,3.2%,https://www.soulpoles.com
Southern Kitchen,https://www.iGive.com/southern-kitchen,1.6%,https://www.southernkitchen.com
SpaFinder,https://www.iGive.com/spafinder,2.4%,https://www.spafinder.com
SpaFinder CA,https://www.iGive.com/spafinder-ca,2.4%,https://www.spafinder.com
SPC Pets,https://www.iGive.com/spc-pets,3.2%,https://spcpets.com
Speedo,https://www.iGive.com/speedo,4.0%,https://speedo.com
Spencer Barnes,https://www.iGive.com/spencer-barnes,1.2%,Manual Check Required
Spencer's,https://www.iGive.com/spencer-gifts,0.8%,Manual Check Required
Sperry Top-Sider,https://www.iGive.com/sperry,2.8%,https://www.sperry.com
SpineAlign,https://www.iGive.com/spine-align,1.6%,https://www.spine-align.com
SpinLife,https://www.iGive.com/spin-life,1.6%,Manual Check Required
SpiritHalloween,https://www.iGive.com/Spirit-Halloween,0.8%,Manual Check Required
Splendid,https://www.iGive.com/splendid,1.6%,https://splendid.com
Spokeo,https://www.iGive.com/spokeo,Special Rate,Manual Check Required
SportChek,https://www.iGive.com/sport-chek,0.8%,Manual Check Required
Spot & Tango,https://www.iGive.com/spot-and-tango,Special Rate,https://www.spotandtango.com
Spy Associates: GPS Tracking & Surveillance Tools,https://www.iGive.com/spy-associates,2.4%,https://spyassociates.com
Spy Optic,https://www.iGive.com/spy-optic,1.2%,Manual Check Required
St. Frank,https://www.iGive.com/st-frank,2.0%,https://www.stfrank.com
Stacy Adams,https://www.iGive.com/stacy-adams,2.0%,https://www.stacyadams.com
Staples Print & Marketing Services,https://www.iGive.com/design.staples,2.4%,Manual Check Required
Staples.com,https://www.iGive.com/staples,1.6%,https://www.staples.com
Station Casinos,https://www.iGive.com/sclv,2.0%,https://stationcasinos.com
Stearns & Foster,https://www.iGive.com/stearns-foster,2.4%,Manual Check Required
SteelSeries,https://www.iGive.com/steelseries,2.0%,https://steelseries.com
Sterling Forever,https://www.iGive.com/sterling-forever,2.4%,https://www.sterlingforever.com
Steve Madden,https://www.iGive.com/steve-madden,2.4%,https://www.stevemadden.com
StickerGiant,https://www.iGive.com/stickergiant,2.0%,Manual Check Required
StickerYou,https://www.iGive.com/sticker-you,2.0%,Manual Check Required
Stila Cosmetics,https://www.iGive.com/stila-cosmetics,2.4%,https://www.stilacosmetics.com
Stio,https://www.iGive.com/stio,2.4%,https://www.stio.com
StockX,https://www.iGive.com/stockx,0.8%,Manual Check Required
Stonewall Kitchen,https://www.iGive.com/stonewall,1.2%,https://www.stonewall.com
Stop Aging Now,https://www.iGive.com/stop-aging-now,0.4%,https://www.stopagingnow.com
Stop and Shop,https://www.iGive.com/stopandshop,Special Rate,Manual Check Required
Strainz,https://www.iGive.com/strainz,8.0%,Manual Check Required
StrawberryNET,https://www.iGive.com/strawberry-net,2.0%,Manual Check Required
Stride Rite,https://www.iGive.com/stride-rite,0.4%,https://www.striderite.com
StubHub,https://www.iGive.com/stubhub,1.6%,https://www.stubhub.com
Stylin' Trucks,https://www.iGive.com/stylin-trucks,2.4%,https://www.carparts.com
Sugarfina,https://www.iGive.com/sugarfina,2.0%,Manual Check Required
Sulina Shop,https://www.iGive.com/sulina-shop,2.4%,https://sulinashop.com
Sulwhasoo,https://www.iGive.com/sulwhasoo,1.2%,https://www.sulwhasoo.com
Sumo Lounge,https://www.iGive.com/sumo-lounge,2.0%,https://www.sumolounge.com
Sunbeam,https://www.iGive.com/sunbeam,2.4%,https://www.sunbeam.com
Sunglass Hut,https://www.iGive.com/Sunglass-Hut,2.4%,https://www.sunglasshut.com
Sunny Sports,https://www.iGive.com/sunnysports,2.0%,Manual Check Required
SUPCASE,https://www.iGive.com/supcase,3.2%,https://supcase.com
Super Cheap Signs,https://www.iGive.com/supercheapsigns,3.2%,https://www.supercheapsigns.com
Super Chewer,https://www.iGive.com/super-chewer,Special Rate,https://bark.co
SuperSmart,https://www.iGive.com/supersmart,4.0%,https://www.supersmart.com
SuperStar.com,https://www.iGive.com/superstar,2.8%,https://www.superstar.com
SuppliesOutlet,https://www.iGive.com/supplies-outlet,1.2%,https://suppliesoutlet.com
Supreme Suspensions,https://www.iGive.com/supreme-suspensions,2.0%,https://www.supremesuspensions.com
Sur La Table,https://www.iGive.com/surlatable,1.6%,https://www.surlatable.com
Surfshark,https://www.iGive.com/surf-shark,16.0%,https://surfshark.com
Suzy Shier,https://www.iGive.com/suzy-shier,0.8%,https://suzyshier.com
Swanson Health,https://www.iGive.com/swanson,1.2%,https://www.swansonvitamins.com
T3 Micro,https://www.iGive.com/t3micro,1.6%,https://t3micro.com
TagUnder,https://www.iGive.com/tagunder,3.2%,Manual Check Required
Talbots,https://www.iGive.com/talbots,0.8%,https://www.talbots.com
TalkSpace,https://www.iGive.com/talkspace,Special Rate,https://www.talkspace.com
Tanga,https://www.iGive.com/tanga,2.0%,https://www.tanga.com
Taos Footwear,https://www.iGive.com/taos,6.0%,https://taosfootwear.com
TAP Air Portugal,https://www.iGive.com/flytap,0.4%,https://booking.flytap.com
Tarte,https://www.iGive.com/tarte,1.6%,https://tartecosmetics.com
tasc Performance,https://www.iGive.com/tasc,2.0%,https://www.tascperformance.com
Tatcha,https://www.iGive.com/tatcha,1.6%,https://tatcha.com
Tate's Bake Shop,https://www.iGive.com/tates-bake-shop,3.2%,https://www.tatesbakeshop.com
Tech For Less,https://www.iGive.com/tech-for-less,2.0%,https://www.techforless.com
Teleflora Flowers,https://www.iGive.com/teleflora,2.0%,https://www.teleflora.com
Temptu,https://www.iGive.com/temptu,1.6%,https://temptu.com
Tempur-Pedic,https://www.iGive.com/tempur-pedic,2.4%,https://www.tempurpedic.com
TerraCycle,https://www.iGive.com/shop.terracycle,1.2%,https://www.terracycle.com
Teva Footwear,https://www.iGive.com/teva,1.6%,Manual Check Required
The Animal Rescue Site Store,https://www.iGive.com/animalrescuesite,0.8%,https://theanimalrescuesite.com
The Body Shop,https://www.iGive.com/body-shop,2.4%,https://www.body-shop.com
The Catholic Company,https://www.iGive.com/catholic-company,3.2%,https://www.catholiccompany.com
The Children's Place,https://www.iGive.com/thechildrensplace,1.2%,Manual Check Required
The Company Store,https://www.iGive.com/the-company-store,0.8%,Manual Check Required
The Container Store,https://www.iGive.com/container-store,0.8%,https://www.containerstore.com
The Elephant Project,https://www.iGive.com/elephant-project,4.0%,https://www.elephant-project.com
The Fruit Company,https://www.iGive.com/the-fruit-company,1.2%,https://www.thefruitcompany.com
The Gallery Collection,https://www.iGive.com/gallery-collection,1.6%,https://www.gallerycollection.com
The Gift Basket Store,https://www.iGive.com/gift-basket-store,2.4%,https://giftbasketstore.com
The Great Courses,https://www.iGive.com/great-courses,2.0%,https://www.greatcourses.com
The Literacy Site,https://www.iGive.com/literacy-site,0.8%,https://greatergood.com
The MET Store,https://www.iGive.com/store.metmuseum,2.0%,https://ww2.affinity.net
The Motley Fool Canada,https://www.iGive.com/foo,Special Rate,https://www.foo.com
The Outnet,https://www.iGive.com/the-outnet,1.2%,https://theoutnet.com
The Paisley Box,https://www.iGive.com/paisley-box,4.0%,https://thepaisleybox.com
The Perfect Rug,https://www.iGive.com/the-perfect-rug,3.2%,https://www.theperfectrug.com
The Prisoner Wine Company,https://www.iGive.com/prisoner-wine-co,3.2%,https://theprisonerwinecompany.com
The Royal Mint,https://www.iGive.com/royalmint,0.4%,https://www.royalmint.com
The Shade Store,https://www.iGive.com/shade-store,0.8%,https://www.theshadestore.com
The Shelving Store,https://www.iGive.com/shelving-store,2.8%,https://theshelvingstore.com
The Sportsman's Guide,https://www.iGive.com/sportsmans-guide,2.0%,https://www.sportsmansguide.com
The Stitchery,https://www.iGive.com/stitchery,2.0%,https://www.stitchery.com
The Supplies Shops,https://www.iGive.com/suppliesshops,0.4%,https://www.suppliesshops.com
Theo & George,https://www.iGive.com/theo-and-george,2.8%,https://theoandgeorge.com
Thomas Earnshaw,https://www.iGive.com/thomas-earnshaw,4.0%,https://thomas-earnshaw.com
Thorlos,https://www.iGive.com/thorlo,2.4%,https://thorlo.com
Threads 4 Thought,https://www.iGive.com/threads-for-thought,1.2%,https://www.threads4thought.com
Ticket Liquidator,https://www.iGive.com/ticket-liquidator,2.8%,https://www.ticketliquidator.com
TicketNetwork,https://www.iGive.com/ticket-network,1.6%,https://www.ticketnetwork.com
TicketSmarter,https://www.iGive.com/ticket-smarter,2.4%,https://www.ticketsmarter.com
Tiger Direct,https://www.iGive.com/tigerdirect,0.8%,https://www.tigerdirect.com
Tilly's,https://www.iGive.com/tillys,0.8%,https://www.tillys.com
Timex,https://www.iGive.com/timex,0.4%,https://timex.com
Tire Agent,https://www.iGive.com/tire-agent,1.6%,https://www.tireagent.com
Tire Rack,https://www.iGive.com/m.tirerack,1.2%,https://www.tirerack.com
TireBuyer,https://www.iGive.com/tire-buyer,2.4%,https://www.tirebuyer.com
TireMart,https://www.iGive.com/bestusedtires,3.2%,https://www.tiremart.com
Tkees,https://www.iGive.com/tkees,1.6%,https://tkees.com
Toast!,https://www.iGive.com/alwaystoast,4.0%,https://alwaystoast.com
Tom & Sheri's Products,https://www.iGive.com/tom-and-sheri,2.4%,https://www.tomandsheri.com
TomboyX,https://www.iGive.com/tomboyx,1.6%,https://tomboyx.com
Tommy Hilfiger,https://www.iGive.com/usa.tommy,0.8%,Manual Check Required
Tommy John,https://www.iGive.com/tommy-john,0.8%,https://www.tommyjohn.com
TOMS Shoes,https://www.iGive.com/toms,2.0%,https://www.toms.com
Ton-Up Clothing,https://www.iGive.com/ton-up,4.0%,Manual Check Required
Tools Today,https://www.iGive.com/tools-today,0.4%,https://toolstoday.com
Topman,https://www.iGive.com/topman,1.2%,Manual Check Required
Total Diabetes Supply,https://www.iGive.com/total-diabetes-supply,1.6%,https://www.totaldiabetessupply.com
Total Gym Direct,https://www.iGive.com/total-gym,2.0%,https://totalgym.com
Total Tea,https://www.iGive.com/total-tea,4.0%,https://www.totaltea.com
Tractive,https://www.iGive.com/tractive,8.0%,https://tractive.com
Tractor Supply Company,https://www.iGive.com/tractor-supply,2.4%,Manual Check Required
Transcend Labs,https://www.iGive.com/transcend-labs,10.0%,Manual Check Required
Travelocity.ca,https://www.iGive.com/travelocit,0.8%,Manual Check Required
Travelocity.com,https://www.iGive.com/travelocity,0.8%,Manual Check Required
TravisMathew,https://www.iGive.com/travis-mathew,1.2%,https://travismathew.com
Tremendous Parfum,https://www.iGive.com/perfume-spot,2.0%,https://tremendousparfum.com
Trend Micro,https://www.iGive.com/trend-micro,8.0%,https://www.trendmicro.com
Trip.com,https://www.iGive.com/pages-trip,0.4%,https://us.trip.com
Tripadvisor,https://www.iGive.com/trip-advisor,3.6%,Manual Check Required
Tropical Oasis,https://www.iGive.com/tropical-oasis,4.0%,https://tropicaloasis.com
Troy-Bilt,https://www.iGive.com/troy-bilt,1.6%,https://www.troybilt.com
True Religion,https://www.iGive.com/True-Religion,2.0%,https://www.truereligion.com
Trust & Will,https://www.iGive.com/trust-and-will,6.0%,https://trustwill.com
Tundra FMP,https://www.iGive.com/etundra,2.0%,https://www.tundrafmp.com
TunnelBear,https://www.iGive.com/tunnelbear,Special Rate,https://www.tunnelbear.com
TVC-Mall.com,https://www.iGive.com/tvc-mall,3.4%,https://www.tvcmall.com
Twillory,https://www.iGive.com/twillory,1.6%,https://twillory.com
U Beauty,https://www.iGive.com/theubeauty,2.0%,https://ubeauty.com
U.S. Polo Assn.,https://www.iGive.com/uspolo,1.6%,https://www.uspolo.com
UGears,https://www.iGive.com/ugear,2.8%,Manual Check Required
UGG,https://www.iGive.com/ugg,0.8%,Manual Check Required
UnbeatableSale,https://www.iGive.com/unbeatable-sale,4.8%,https://www.unbeatablesale.com
UNIONBAY,https://www.iGive.com/unionbay,2.0%,https://www.unionbay.com
Unique Wellness,https://www.iGive.com/unique-wellness,2.8%,https://www.uniquewellness.com
Unique-Vintage,https://www.iGive.com/unique-vintage,3.2%,https://www.unique-vintage.com
Universal Standard,https://www.iGive.com/universalstandard,1.6%,https://www.universalstandard.com
Uniworld,https://www.iGive.com/uniworld,2.0%,https://www.uniworld.com
Unstoppable Domains,https://www.iGive.com/get.unstoppabledomains,8.0%,https://unstoppabledomains.com
Urban Skin Rx,https://www.iGive.com/urbanskinrx,2.4%,https://urbanskinrx.com
UrbanStems,https://www.iGive.com/urbanstems,0.8%,https://urbanstems.com
USA TODAY Network,https://www.iGive.com/cm.usatodaynetwork,Special Rate,Manual Check Required
UsedPhotoPro,https://www.iGive.com/used-photo-pro,1.2%,https://usedphotopro.com
Utrecht Art Supplies,https://www.iGive.com/utrecht-art,1.2%,https://www.utrechtart.com
V4INK,https://www.iGive.com/v4ink,7.2%,https://www.v4ink.com
Vanity Planet,https://www.iGive.com/vanity-planet,2.0%,https://www.vanityplanet.com
Vans Shoes,https://www.iGive.com/vans,0.8%,Manual Check Required
VaporFi,https://www.iGive.com/vaporfi,4.0%,https://www.vaporfi.com
Vegamour,https://www.iGive.com/vegamour,2.0%,https://vegamour.com
Vegas.com,https://www.iGive.com/vegas,0.8%,https://www.vegas.com
Vera Bradley,https://www.iGive.com/outlet.verabradley,1.2%,https://verabradley.com
Verizon Wireless,https://www.iGive.com/Verizon-Wireless,4.0%,https://www.verizon.com
Veronica Beard,https://www.iGive.com/Veronica-Beard,1.2%,https://veronicabeard.com
Versed,https://www.iGive.com/versed,2.4%,https://www.versed.com
Veterans Advantage,https://www.iGive.com/veterans-advantage,Special Rate,https://www.wesalute.com
Vevor,https://www.iGive.com/vevor,1.2%,Manual Check Required
"Viator, a Tripadvisor Company",https://www.iGive.com/viator,1.6%,Manual Check Required
Vichy Canada,https://www.iGive.com/vich,2.4%,Manual Check Required
VIDA,https://www.iGive.com/shopvida,2.0%,https://shopvida.com
VINCE,https://www.iGive.com/vince,2.4%,https://www.vince.com
Vince Camuto,https://www.iGive.com/vince-camuto,3.6%,https://www.vincecamuto.com
Vineyard Vines,https://www.iGive.com/vineyard-vines,1.2%,https://www.vineyardvines.com
Vintage Havana,https://www.iGive.com/vintage-havana,4.0%,https://vintagehavana.com
Visible,https://www.iGive.com/visible,Special Rate,https://www.visible.com
Vistaprint,https://www.iGive.com/vistaprint,1.6%,https://www.vistaprint.com
Vistaprint Canada,https://www.iGive.com/vistaprin,1.6%,Manual Check Required
Vital Choice Wild Seafood & Organics,https://www.iGive.com/vital-choice,1.2%,https://www.vitalchoice.com
VitalSleep,https://www.iGive.com/vitalsleep,6.0%,https://www.vitalsleep.com
Vitamix,https://www.iGive.com/vitamix,2.0%,https://www.vitamix.com
Vive CBD,https://www.iGive.com/vive-cbd,9.2%,https://vivecbd.com
Vivid Seats,https://www.iGive.com/vivid-seats,1.6%,https://www.vividseats.com
VIVOSUN,https://www.iGive.com/vivosun,3.2%,https://www.vivosun.com
ViX Swimwear,https://www.iGive.com/vix-swimwear,0.8%,Manual Check Required
VoiPly,https://www.iGive.com/voiply,Special Rate,https://www.voiply.com
Volcanica Coffee,https://www.iGive.com/volcanica--coffee,2.0%,https://volcanicacoffee.com
Volcom,https://www.iGive.com/volcom,4.0%,https://www.volcom.com
Vrbo,https://www.iGive.com/vrbo,0.8%,Manual Check Required
Vrbo CA,https://www.iGive.com/Vrbo-Canada,0.8%,Manual Check Required
VSP,https://www.iGive.com/vsp,Special Rate,https://www.vsp.com
VSSL Outdoor Utility Tools,https://www.iGive.com/vssl-outdoor-utility-tools,2.0%,Manual Check Required
W concept,https://www.iGive.com/us.wconcept,3.2%,https://www.wconcept.com
Waders.com,https://www.iGive.com/waders,3.2%,https://waders.com
WagJag,https://www.iGive.com/wagjag,2.0%,Manual Check Required
Waldorf Astoria,https://www.iGive.com/waldorf-astoria,1.6%,Manual Check Required
Walgreens,https://www.iGive.com/walgreens,1.6%,https://www.walgreens.com
Walk-In Lab,https://www.iGive.com/walk-in-lab,2.0%,https://www.walkinlab.com
Walmart,https://www.iGive.com/walmart,Special Rate,https://www.walmart.com
Walmart Canada,https://www.iGive.com/walmar,0.4%,https://www.walmar.com
Wantable,https://www.iGive.com/wantable,Special Rate,Manual Check Required
Watch Station International,https://www.iGive.com/watch-station-international,0.4%,Manual Check Required
WaterFilters.net,https://www.iGive.com/water-filters,1.2%,https://waterfilters.com
Waterford Crystal,https://www.iGive.com/waterford,2.4%,https://www.waterford.com
Way.com (Parking),https://www.iGive.com/way,2.8%,https://www.way.com
We Craft Box,https://www.iGive.com/we-craft-box,4.0%,https://wecraftbox.com
Webroot Software,https://www.iGive.com/webroot,2.0%,https://www.webroot.com
Wedgwood,https://www.iGive.com/wedgwood,2.4%,https://www.wedgwood.com
WeightWatchers,https://www.iGive.com/signup.weightwatchers,Special Rate,https://www.weightwatchers.com
WeightWatchers.ca,https://www.iGive.com/weight-watchers-ca,Special Rate,https://www.weightwatchers.com
Welry,https://www.iGive.com/jewelry,2.0%,Manual Check Required
West49,https://www.iGive.com/west49,1.2%,https://west49.com
Wet n Wild Beauty,https://www.iGive.com/wetnwild,2.4%,https://www.wetnwild.com
Whatever Works,https://www.iGive.com/whatever-works,2.0%,https://www.whateverworks.com
White + Warren,https://www.iGive.com/white-warren,2.4%,Manual Check Required
White House | Black Market,https://www.iGive.com/white-house,1.6%,https://www.whitehouse.com
White Mountain Products,https://www.iGive.com/white-mountain-products,2.4%,https://www.whitemountainproducts.com
Wholesale Chess,https://www.iGive.com/wholesale-chess,2.4%,https://www.wholesalechess.com
Wicked Good Cupcakes,https://www.iGive.com/wicked-good-cupcakes,2.4%,https://www.wickedgoodcupcakes.com
Willmaker,https://www.iGive.com/willmaker,10.0%,https://www.willmaker.com
WillowTree,https://www.iGive.com/willowtree,2.0%,https://www.willowtree.com
Wilson Sporting Goods,https://www.iGive.com/wilson,1.6%,Manual Check Required
Wilsons Leather,https://www.iGive.com/wilsons-leather,2.8%,https://www.wilsonsleather.com
Winc,https://www.iGive.com/winc,4.0%,https://www.winc.com
Windsor,https://www.iGive.com/windsor,1.6%,Manual Check Required
Windy City Novelties,https://www.iGive.com/windy-city,3.2%,https://www.windycity.com
Wine Access,https://www.iGive.com/wine-access,0.8%,https://www.wineaccess.com
Wine Awesomeness,https://www.iGive.com/wine-awesomeness,3.2%,https://wineinsiders.com
Wine Enthusiast,https://www.iGive.com/Wine-Enthusiast,1.2%,Manual Check Required
Wine Insiders,https://www.iGive.com/wine-insiders,Special Rate,https://wineinsiders.com
Wine.com,https://www.iGive.com/wine,0.8%,https://www.wine.com
Winky Lux,https://www.iGive.com/winky-lux,3.2%,https://winkylux.com
Wish,https://www.iGive.com/wish,1.6%,https://www.wish.com
WishGarden Herbs,https://www.iGive.com/wishgarden,0.8%,https://wishgarden.com
WND&WVS,https://www.iGive.com/wnd-wvs,2.4%,Manual Check Required
Wolfermans,https://www.iGive.com/wolfermans,1.2%,https://www.wolfermans.com
Wolters Kluwer Legal & Regulatory US,https://www.iGive.com/wolters-kluwer,4.0%,https://www.wolterskluwer.com
Woodwind & Brasswind,https://www.iGive.com/woodwind-brasswind,2.0%,Manual Check Required
Wooflinen,https://www.iGive.com/wooflinen,5.2%,https://wooflinen.com
World Nutrition Inc.,https://www.iGive.com/world-nutrition,8.0%,Manual Check Required
World Wide Stereo,https://www.iGive.com/world-wide-stereo,1.2%,https://www.worldwidestereo.com
Wrangler,https://www.iGive.com/wrangler,0.8%,https://www.wrangler.com
Xfinity Mobile,https://www.iGive.com/xfinity,Special Rate,Manual Check Required
Xtrema,https://www.iGive.com/xtrema,2.0%,https://xtrema.com
Yaasa,https://www.iGive.com/yaasa,2.4%,https://yaasa.com
YOOX.COM,https://www.iGive.com/yoox,1.2%,https://www.yoox.com
YOSUDA,https://www.iGive.com/yosuda,2.0%,https://www.kessudaholistichealing.com
Young Explorers,https://www.iGive.com/young-explorers,2.0%,https://www.youngexplorers.com
YSL Beauty Canada,https://www.iGive.com/ysl-beauty-canada,1.6%,Manual Check Required
